Жест,Уверенность,X_WRIST,Y_WRIST,Z_WRIST,X_THUMB_CMC,Y_THUMB_CMC,Z_THUMB_CMC,X_THUMB_MCP,Y_THUMB_MCP,Z_THUMB_MCP,X_THUMB_IP,Y_THUMB_IP,Z_THUMB_IP,X_THUMB_TIP,Y_THUMB_TIP,Z_THUMB_TIP,X_INDEX_FINGER_MCP,Y_INDEX_FINGER_MCP,Z_INDEX_FINGER_MCP,X_INDEX_FINGER_PIP,Y_INDEX_FINGER_PIP,Z_INDEX_FINGER_PIP,X_INDEX_FINGER_DIP,Y_INDEX_FINGER_DIP,Z_INDEX_FINGER_DIP,X_INDEX_FINGER_TIP,Y_INDEX_FINGER_TIP,Z_INDEX_FINGER_TIP,X_MIDDLE_FINGER_MCP,Y_MIDDLE_FINGER_MCP,Z_MIDDLE_FINGER_MCP,X_MIDDLE_FINGER_PIP,Y_MIDDLE_FINGER_PIP,Z_MIDDLE_FINGER_PIP,X_MIDDLE_FINGER_DIP,Y_MIDDLE_FINGER_DIP,Z_MIDDLE_FINGER_DIP,X_MIDDLE_FINGER_TIP,Y_MIDDLE_FINGER_TIP,Z_MIDDLE_FINGER_TIP,X_RING_FINGER_MCP,Y_RING_FINGER_MCP,Z_RING_FINGER_MCP,X_RING_FINGER_PIP,Y_RING_FINGER_PIP,Z_RING_FINGER_PIP,X_RING_FINGER_DIP,Y_RING_FINGER_DIP,Z_RING_FINGER_DIP,X_RING_FINGER_TIP,Y_RING_FINGER_TIP,Z_RING_FINGER_TIP,X_PINKY_MCP,Y_PINKY_MCP,Z_PINKY_MCP,X_PINKY_PIP,Y_PINKY_PIP,Z_PINKY_PIP,X_PINKY_DIP,Y_PINKY_DIP,Z_PINKY_DIP,X_PINKY_TIP,Y_PINKY_TIP,Z_PINKY_TIP
1,0.8989029,0.6663941875200339,1.0,0.5543254773167837,0.4889825747383683,0.9577716299231505,0.5047093497977827,0.3831914641838321,0.7891933966220246,0.4892537612658039,0.36114857140887613,0.6071269285606782,0.4756388538608432,0.32313882190203846,0.47691310806603376,0.4639056322956602,0.4192945107036625,0.5328899371900143,0.546602996153264,0.3764052973163006,0.32113745012367834,0.5091037222896055,0.3634190139510089,0.19152668361666952,0.4714952990936836,0.36031240701146483,0.08134369941280073,0.4456745226832163,0.5064144999500232,0.4881800154641011,0.5408810561438661,0.46095980827271965,0.25401136025496235,0.5142009050026706,0.44171010439991587,0.11493245083024761,0.4817968634265271,0.43219945243754904,0.0,0.45765840400026137,0.5878811309244109,0.48188856196497487,0.5244452993378234,0.5499081459967394,0.2631289758881805,0.4981643320014286,0.5295519431803429,0.13639980560728765,0.4778474787736709,0.5174621411001571,0.03221473271576497,0.46225419899407455,0.6768611780979615,0.5020230858579302,0.5008772060953828,0.6467885565651773,0.332109206884627,0.47936895072402036,0.6253338970568806,0.22779660685912156,0.4729305394363754,0.604206557192473,0.13721184324962116,0.4681189535962531
1,0.96110195,0.6323981528001077,1.0,0.5793004818748293,0.4717270037280198,0.9391267256273301,0.5236162343323523,0.3876696569423241,0.7695256222432126,0.5005060110693335,0.36393680242628107,0.6066877223804527,0.4778027060982572,0.3291511142770146,0.4725254367057702,0.4551383856481604,0.4474511981270548,0.5164537724937771,0.5650698192270055,0.42168492876744995,0.31384738515212873,0.5243724687874828,0.41521133247815434,0.19073904378078327,0.48195715377394954,0.41657895612225526,0.07925108847059448,0.44894009671321694,0.5240960436431157,0.48804571873601077,0.5540815302784563,0.4979175490709328,0.2646086023510554,0.5192509710566096,0.48782239074296446,0.12355794063323855,0.47452280006983416,0.4835156007778467,0.0,0.4382199087789484,0.5941802163329927,0.5015414712835965,0.5310559261947,0.5739599671175006,0.2891753479882182,0.49539165980647093,0.5592908471286429,0.15939898752423137,0.45717943634875163,0.5495051770277657,0.04795445941547544,0.4259005363653173,0.6708488857229854,0.5429634688937676,0.5006665445508449,0.6542535860900119,0.37482667298712,0.46716321528941335,0.6377765172906069,0.26515127576844905,0.4423071331460289,0.6212142600935062,0.1629409145157753,0.42069951812517076
1,0.97136647,0.5877647452750409,1.0,0.6229259458429087,0.445815860644078,0.9271198700440062,0.5402453744581225,0.371114379264883,0.7561273370583668,0.49441574148913964,0.3512368543052235,0.5998874246878081,0.454938243966328,0.34239072718778024,0.45072834502157094,0.4138784144899476,0.44267386021507643,0.5243946269105136,0.537860494648263,0.43917661478033826,0.3082783568497003,0.4743868300109805,0.4441735105857998,0.17651590339381573,0.421615773558964,0.4556732201222404,0.061562831334284196,0.3820541779859235,0.5175362422609487,0.5140132998515542,0.5337192015504253,0.5176314589533826,0.27777873044610646,0.47599474612321924,0.5228722879914353,0.13098883663252403,0.42093396387822923,0.5308944572854107,0.0,0.37778033237174274,0.5841844672743888,0.5418070473589477,0.5187473167984235,0.5859702189863589,0.31952174846527637,0.464552134010954,0.5880147956411111,0.18025958908306278,0.4157097438603813,0.5919811550170874,0.057264191273337484,0.37707405415709133,0.6539881303543094,0.6001444445748096,0.49598889774248966,0.6576092728122198,0.4339542123533806,0.44538249175997324,0.6556151875788897,0.31651653115210393,0.4086876506795912,0.6512436433205766,0.20653107288203532,0.3784730225276003
1,0.9365173,0.5715719690070417,1.0,0.5738604660881855,0.4253570943141842,0.9247627368469706,0.5110137949187136,0.3530410400917834,0.7535501829831721,0.4834936707847157,0.3516865376638241,0.5853035899014755,0.4606615479057282,0.33456156111692786,0.4443394195851337,0.4398171979787609,0.4279501556424349,0.5000244813191866,0.5422334380829221,0.4261987620678215,0.297513050501632,0.4979586173547262,0.4365030472387618,0.17460772113388068,0.45610661486115694,0.45522205144053957,0.0676284201871783,0.42613953391181447,0.5105652070708318,0.48094476936051267,0.5401079179283333,0.5076542802942615,0.25256407544633364,0.5076541684037605,0.5129449871463282,0.11652701542949828,0.4722681474524517,0.5248772800431811,0.0,0.4449045629936632,0.5850765501473384,0.5019857287618681,0.5270241706648552,0.5833008711040918,0.2866057904391244,0.4960938079486508,0.583761119904801,0.15746462841078634,0.4724318723948423,0.5894935676802716,0.046570372825030626,0.4531903389163445,0.6654384388830721,0.5567320298303895,0.5060885207181461,0.6647283827013823,0.3903135547776372,0.47874586166693234,0.6620787205631722,0.28585964879295345,0.4670975765539638,0.6582312364397973,0.19054741013103577,0.45793894367700144
1,0.94927984,0.41583456072354086,1.0,0.5614718075059512,0.560251849746816,0.9247147168451005,0.4949592359867635,0.6383057210063349,0.7456041832592912,0.47750408066948635,0.6529802690923279,0.5767240209509424,0.46595674822732563,0.6914573538443264,0.4532115312674132,0.45571087775435387,0.5518960755547179,0.501454050098968,0.5314082848401246,0.5594214795417322,0.30494193492240323,0.4961540982915239,0.5516143704261585,0.1824088139471673,0.46308954528290897,0.5402509918453996,0.07802891787697447,0.43852819249404884,0.4632161363007373,0.48298906258184604,0.5378112876781078,0.4712032809779746,0.26097113615431666,0.5056263043478955,0.47059718187633764,0.11697717817251324,0.4721797815605077,0.4689394317475493,0.0,0.4481234898744386,0.3839658947066245,0.5032447130794082,0.5339824917659463,0.38904767168442755,0.29154315429728184,0.4979715964695145,0.3961839781961055,0.1589891364108622,0.46665181464456845,0.4019341346187556,0.0496863607285728,0.44637142987990774,0.3085426461556736,0.5538787867789142,0.5234852733205296,0.31182602666671067,0.38363515927475983,0.4877992972297884,0.31873465934095846,0.27618207885186397,0.46690324317416254,0.3267817127589326,0.1789257548191993,0.45393285257948424
1,0.9534366,0.32771735954749537,1.0,0.5577991687423242,0.485565220495162,0.9647069125983982,0.49235732320113035,0.5871402420587718,0.8039384618778742,0.47388647906951514,0.6320797570244139,0.6303686910278785,0.4598611180686452,0.6939929301226653,0.5051408467816355,0.4474543676402478,0.5411172002548973,0.5313385318409066,0.5368916229211794,0.5785388372098227,0.3333694786453271,0.5011269494421273,0.5928266766555381,0.20726168510381104,0.4676122517158843,0.6046614912615673,0.09884268573335342,0.44220083125767584,0.4619442937956173,0.4911582305607121,0.5411944960806367,0.49882042098431006,0.263521022028469,0.5075440550601339,0.5212358564339428,0.1184912357071004,0.47289042553400673,0.5409681788918211,0.0,0.4477712331590303,0.3848175172530992,0.49207504495226295,0.5343968711892613,0.41599555454288556,0.27258177065997263,0.4941672576395355,0.43910125444872217,0.1397364840251336,0.4628829437666196,0.45912828954642715,0.03231630242199779,0.44347700879311125,0.3060070698773347,0.5253993749115771,0.5210302282555301,0.3314407082552476,0.35247106194007394,0.48116697786025153,0.3530591083558578,0.23926238379754822,0.45830837426222854,0.37503039354179707,0.13589663432857996,0.4443602751665603
1,0.9715707,0.4105856212528631,1.0,0.57336928373997,0.5433102002079371,0.931098609690677,0.4863019276216232,0.6253506250256532,0.7638039630815794,0.4591504217961225,0.6487846769371317,0.5881806227342776,0.44129901576528396,0.680587240107281,0.4461646574030618,0.42663071626003,0.5568438871913068,0.49420577683902367,0.536120267523513,0.5755504358550687,0.29268492903114096,0.49654445101481676,0.573539490947412,0.1669128574349692,0.4582497105196352,0.5674382298688941,0.05895768513105437,0.43066533593946055,0.47314030696105797,0.472806421573282,0.5516836289276645,0.4874101910755273,0.2535911160173128,0.5173036702519526,0.49224353633810436,0.11358849745490784,0.47944084443881985,0.4961345514078616,0.0,0.45214299187882817,0.39497990202648225,0.48984202211943323,0.5546112057817506,0.4084512740565743,0.2833097177007186,0.516214859887911,0.421092429435054,0.15158076356874084,0.4832177377445713,0.43300251165289627,0.04398624406079782,0.4620414086306675,0.319412759892719,0.5371111833804445,0.5489351275022133,0.3294219024437656,0.3724883671192467,0.5121061427918743,0.3397433936942391,0.26667682920808344,0.4914652419039276,0.3520451394042883,0.17126615071486595,0.47909959334350444
1,0.96040803,0.3903492547658123,1.0,0.5766320123532808,0.5292813370561493,0.9522690152930691,0.4940670208144625,0.6219433530973076,0.7993783202542714,0.4649240263157994,0.650010354312196,0.6298199981106998,0.4443364697519154,0.7004684569759251,0.49701366900776744,0.42594494834164487,0.548930427179188,0.5098138618321633,0.5310270704046449,0.5660639588627255,0.30975886688301524,0.4889262495326671,0.5650307379664341,0.18290220187672235,0.4508355439158935,0.5612158778049069,0.07316575398733116,0.42336798764671923,0.46037192899915247,0.48299848250779076,0.5425414273755441,0.4770685534407498,0.26367115230732757,0.5049674012795198,0.481913687400815,0.11882335017126061,0.4674873237918996,0.4861489300061652,0.0,0.44053781862803176,0.3794559920680969,0.4970019332434995,0.5427416293833072,0.3944935583547722,0.2881490620992967,0.5015918626118869,0.4085501621035331,0.15647610258952532,0.4698541853617186,0.4224660945613153,0.04781539800686724,0.44986479096662485,0.2995315430240749,0.542010904787955,0.5350330314361186,0.31080819156345907,0.3728148651610681,0.4952380711574705,0.32573824140888114,0.26527589966079435,0.4742056409780317,0.3433595703973503,0.168063038420945,0.4620584868613966
1,0.9572124,0.3716367779335315,1.0,0.5737554510250872,0.5096398069526111,0.9562590801170219,0.4894063407117645,0.5971108788669977,0.8096750828830137,0.4612617424858241,0.6310846283030174,0.6429335553454952,0.4421507968805797,0.6815044202871932,0.5126093504770243,0.4262445489749128,0.5523684366229213,0.5188878491805357,0.5336238326660202,0.5863083121925449,0.31860547348963353,0.49470723626612795,0.59444179765917,0.19036995141287394,0.4569953949102311,0.5969750469060513,0.0784636519112516,0.42921029290586843,0.47213936179728905,0.4816359058497195,0.5479431807146695,0.5046232219374785,0.26235898390738976,0.5143293884287696,0.518697533012298,0.11878359170101488,0.47687976809368193,0.5304590553846128,0.0,0.4490473674600612,0.3953054690871526,0.4842319114815302,0.5505293613829549,0.4275266945976511,0.27819271706264226,0.5139071007706624,0.4502742016577444,0.14814584045465012,0.48159265202437396,0.47037082630081395,0.04299025481391666,0.4603165690771457,0.31849557971280684,0.5186759692678786,0.544749741589064,0.34158648028936356,0.3524288655816,0.5096997800897416,0.35935329517288994,0.24443297867656932,0.4895350361669179,0.37765062303518254,0.148772114405058,0.4771200327921498
24,0.9902825,0.7660170308143798,0.9006813043375991,0.6142026743819164,0.7055455597607441,0.6482327111399578,0.6126853390021217,0.585664382362873,0.38257074477818837,0.5774479711608207,0.5044291758844817,0.1795459592381543,0.542322791106943,0.5248758809334056,0.0,0.5079875282950607,0.5016967822931837,0.39479666719425327,0.48859461435453494,0.23554340290167314,0.4780547762468021,0.42263496356636443,0.3062011492351124,0.5566475313531959,0.4085903624318007,0.40183205443417935,0.5526008491087707,0.4081369236768307,0.49339881520262713,0.5662172080675301,0.46194105894578225,0.23398296918562023,0.6607035028427881,0.40996208094614345,0.3176885567263903,0.720203151406324,0.43349199809644223,0.4090421034040499,0.7013902372026695,0.4488353493291809,0.4829242145105983,0.7446500526058326,0.4381357236498799,0.2572955459066124,0.8244602171131816,0.39437502656578594,0.34280061572146936,0.8694402571964739,0.445045028323965,0.4302665534946898,0.8484094061381577,0.4793526327073724,0.4716489048059684,0.9228231969595064,0.4158690242382918,0.30825546779721696,0.9743476498010387,0.38579732561808355,0.38710816229626954,1.0,0.41883362902476473,0.46215952225372237,0.9824992215772022,0.4469604467566181
