Жест,Уверенность,X_WRIST,Y_WRIST,Z_WRIST,X_THUMB_CMC,Y_THUMB_CMC,Z_THUMB_CMC,X_THUMB_MCP,Y_THUMB_MCP,Z_THUMB_MCP,X_THUMB_IP,Y_THUMB_IP,Z_THUMB_IP,X_THUMB_TIP,Y_THUMB_TIP,Z_THUMB_TIP,X_INDEX_FINGER_MCP,Y_INDEX_FINGER_MCP,Z_INDEX_FINGER_MCP,X_INDEX_FINGER_PIP,Y_INDEX_FINGER_PIP,Z_INDEX_FINGER_PIP,X_INDEX_FINGER_DIP,Y_INDEX_FINGER_DIP,Z_INDEX_FINGER_DIP,X_INDEX_FINGER_TIP,Y_INDEX_FINGER_TIP,Z_INDEX_FINGER_TIP,X_MIDDLE_FINGER_MCP,Y_MIDDLE_FINGER_MCP,Z_MIDDLE_FINGER_MCP,X_MIDDLE_FINGER_PIP,Y_MIDDLE_FINGER_PIP,Z_MIDDLE_FINGER_PIP,X_MIDDLE_FINGER_DIP,Y_MIDDLE_FINGER_DIP,Z_MIDDLE_FINGER_DIP,X_MIDDLE_FINGER_TIP,Y_MIDDLE_FINGER_TIP,Z_MIDDLE_FINGER_TIP,X_RING_FINGER_MCP,Y_RING_FINGER_MCP,Z_RING_FINGER_MCP,X_RING_FINGER_PIP,Y_RING_FINGER_PIP,Z_RING_FINGER_PIP,X_RING_FINGER_DIP,Y_RING_FINGER_DIP,Z_RING_FINGER_DIP,X_RING_FINGER_TIP,Y_RING_FINGER_TIP,Z_RING_FINGER_TIP,X_PINKY_MCP,Y_PINKY_MCP,Z_PINKY_MCP,X_PINKY_PIP,Y_PINKY_PIP,Z_PINKY_PIP,X_PINKY_DIP,Y_PINKY_DIP,Z_PINKY_DIP,X_PINKY_TIP,Y_PINKY_TIP,Z_PINKY_TIP
1,0.9920442,0.3420067103613851,0.6873051570237521,0.7092327929085647,0.32332077327990305,0.4403965631905023,0.6003928229097306,0.44872464486219943,0.22906798625043867,0.5351828998829685,0.5489967185399033,0.1179496023667439,0.4772427281675952,0.6392608862421953,0.0,0.4242357488377333,0.636515352537474,0.43385419540559844,0.5565279584026008,0.676679226720097,0.38253527809754395,0.4260688226224437,0.5532615667056343,0.38354994157084293,0.337252761987477,0.44500164307570367,0.41013448200446745,0.29076720709143533,0.6219745235024611,0.6458111845760429,0.5476272994745117,0.6532729375490494,0.6345504752632775,0.40498375486316335,0.5051832280729815,0.6236936654572766,0.3466618277442379,0.3806671311808856,0.6313961273454041,0.3287019268336545,0.5730093037625875,0.8271470955984113,0.5249400653573348,0.5988843393104354,0.8282522343483915,0.3939398790452836,0.4862374817401903,0.8135018601046698,0.3811913819960063,0.3887414352863855,0.8017020968594804,0.3957346125352769,0.5076292997816754,0.9751329260531043,0.4951350658275829,0.5313170675912867,1.0,0.4031158313422498,0.46207019496416846,0.9979829598193711,0.4015546022546047,0.4000948538332811,0.9939421775857666,0.41568309859348357
1,0.99071485,0.3246192539342779,0.6976539266688467,0.6835602008678132,0.3214599198696319,0.4348435754847815,0.5896756300250434,0.43679927822883446,0.22693579696924954,0.5309360154497589,0.5456725434371634,0.11754190176919083,0.47708642203483376,0.6421582570240889,0.0,0.42697660624590833,0.6581462854782504,0.43217905504863896,0.5691600214858058,0.678540080130368,0.39400412699476695,0.45284535234514645,0.5850590288880575,0.39415019326038925,0.3651669391954686,0.4983758337100107,0.42026933260624794,0.3164397991321868,0.6418919408560706,0.6431116507888484,0.5573682065071518,0.660043788175381,0.6291705881873381,0.43832386033599025,0.5462126489309761,0.620991556690469,0.38016451947756447,0.4440064595258304,0.6357700658815473,0.35656864656291515,0.5839588894796961,0.8269187219360279,0.5326853995936203,0.6061272194146298,0.8244188374302845,0.4208467768875401,0.5203616374277481,0.8078263890335713,0.40771394762247304,0.44463386509002667,0.7969004059056969,0.41622635555543386,0.5034985701358122,0.9835019851424565,0.5014381171055389,0.5245629108538332,1.0,0.4201571516233753,0.4710984681385315,0.9926853637525579,0.42005162157720477,0.425372819989293,0.985430512767324,0.43316302212849733
1,0.9756215,0.30637828527806943,0.6693513954295996,0.6966564500105664,0.3235861085038823,0.39361555698330575,0.5979732534150832,0.4529498963824644,0.19618826923625476,0.5354440423594974,0.5779467835550346,0.10382015237686448,0.48003736956678633,0.6936217147219306,0.0,0.42452428052362196,0.6551256608815618,0.4217598183104886,0.5610305641336687,0.6935003710490296,0.4149263131490811,0.44643145442495236,0.6503830702032009,0.40013732662683155,0.35712177541066137,0.5994760036095215,0.390859742561248,0.3033435499894336,0.6281534073801402,0.6340639309101727,0.5483331571075983,0.6743864786926397,0.6401571491119047,0.44081877188309215,0.619181219983854,0.6173257484482272,0.3817512300931009,0.559274573112506,0.6028482710564098,0.34692129460899623,0.5546607968928775,0.8165340262600386,0.5237944979416006,0.5931530021466058,0.8436740328614967,0.4100967781612689,0.5317723465919407,0.8105761877530728,0.3913448793365367,0.4761883416802386,0.7694961475647728,0.3897033439406326,0.4552040362165586,0.9689330767005206,0.49313675580777216,0.48509374477893946,1.0,0.39815051054323164,0.4387852864457759,0.9726646210296734,0.392726154060876,0.39991026001504115,0.9322062407775413,0.3994688212581949
1,0.8491438,0.19948381088414135,0.6533121438307528,0.6635510204408468,0.24325674731947444,0.38085751061150797,0.5870956633372318,0.3837536327201587,0.1874629328678511,0.5311991835201653,0.5165945526199077,0.09762451788722826,0.48634716285452606,0.6416602143968572,0.0,0.44003411822891847,0.48319804088980545,0.3713120674654,0.49746846040579645,0.647148578734599,0.3524755817266296,0.4178240857194197,0.7297103697144952,0.3839250028975907,0.3694667146215367,0.7935423153297119,0.4172408565481369,0.3364489795591532,0.4692324446108315,0.5762522731683556,0.4826093273694445,0.6448474511707961,0.5876438148244127,0.41635891024065075,0.7336449928390537,0.6137702546106711,0.388112343461974,0.8005161891158586,0.6331616317875073,0.3641456254256752,0.4174637394486467,0.766361333284833,0.46289903164800544,0.5954878695444806,0.7841777315468661,0.3900300627316411,0.6887722145794111,0.8058987038449955,0.38095775152068767,0.7682303639938718,0.8109137385562113,0.37352509254462957,0.34661228158210033,0.943263254189758,0.4398901283064338,0.4861882640912715,0.9750335002149753,0.3675427539528564,0.5709899547930668,0.9972824779246519,0.3600473420871717,0.6493927711834212,1.0,0.3571496666891738
1,0.9150487,0.16011081784084968,0.6635580269397912,0.6805226817025519,0.19628355076906434,0.3913854427754837,0.5879018268130547,0.3404400594154029,0.19325423300935862,0.5267285303851917,0.4780940075193393,0.09941396036568872,0.47713616603082704,0.6128612596245739,0.0,0.42498592181007944,0.45247235470725067,0.38421524784968536,0.5012560359300282,0.6298036654525128,0.3681836828533819,0.41154901911970676,0.7355802130479471,0.39377580828389563,0.35782062369622547,0.834870203490993,0.42957809654326773,0.3194773182974481,0.4468344280253169,0.5907847521503147,0.4888537185940743,0.6248387827505996,0.5960688010530681,0.4070196371210411,0.7345789868727122,0.6231019077844095,0.36737757773268614,0.8398891821591503,0.6544131038462232,0.33540379060932934,0.40392731079935806,0.7813368916457797,0.4696081488283098,0.5787494703103305,0.8004819048992913,0.3817855311921232,0.6802896275492725,0.8261001767134897,0.36423023497162804,0.7846371400364246,0.8401029175757795,0.3527001023914308,0.34175188659682276,0.9615778891753972,0.4451895677655044,0.4841752957246155,0.9866721063166057,0.36251519561681256,0.5764690999332817,1.0,0.3463269777182606,0.6721828962078727,0.9977915321780839,0.3371106592192433
1,0.9346242,0.09771588225128175,0.638683325430834,0.7007483006080989,0.15225974555429017,0.35029335259475247,0.5948727430646579,0.3179753796523196,0.16352213659950282,0.5314030551506076,0.4705610479157342,0.09100732495225267,0.48106808980343674,0.6078875068131362,0.0,0.4276842183246649,0.4491257029162439,0.3679166648202883,0.5098018961419798,0.6500671343173792,0.3659524875147895,0.407052020218606,0.7751346009828641,0.39648131982079793,0.34351927617539185,0.8912940305848884,0.4334100688182144,0.2992516993919011,0.4438440268182765,0.5810924946935085,0.49864996929844485,0.6430428463178046,0.5944249713072802,0.4003583354973131,0.7760696069872866,0.6196085382444043,0.3452032563319943,0.9022841177487182,0.647355616904554,0.30505350027550393,0.39752156939206884,0.7757024731130382,0.47890455902578644,0.5896657464316892,0.7921525965249683,0.3760210653160283,0.7143381619820355,0.8132440720176188,0.3394512799685916,0.8398773413924057,0.8277579353649404,0.31802285888797277,0.3288943443215003,0.9595375043759167,0.4531521644576839,0.4866484687614937,0.9839930073958532,0.3553377409930214,0.5936975720863041,0.9961252642167442,0.32359960471257276,0.703336996548011,1.0,0.30583130562586536
1,0.92138755,0.0,0.6790220511909815,0.7355414782615189,0.054329999639259996,0.3643103654064467,0.6097284399525698,0.22831166592643432,0.16238062665994057,0.5321244595401731,0.4004414947535525,0.08824820352047469,0.471858807569854,0.5613739995988942,0.00019515919364515577,0.4075008731973961,0.4297354406891781,0.36753916262148734,0.5051468328453185,0.6860056184968926,0.35913055622284085,0.38554969767788694,0.8425266556140254,0.3788436646686,0.31223415930587767,0.9809735735312864,0.4082259977100548,0.26445852173848106,0.42686599157631444,0.5919925341893969,0.49721378561400975,0.6835562981206604,0.5965167476746478,0.38289669258008524,0.8513630463253989,0.6166636720991485,0.3153455420223939,1.0,0.6393545676588797,0.27010845289049334,0.37789999892125975,0.8014131381517142,0.4801532762885321,0.6138845239861378,0.7998189224266274,0.36836327732435475,0.7729360769835453,0.809956297099917,0.3152927069479776,0.9211287752574564,0.8173149296377161,0.28401048610711005,0.30457953082221934,0.9998048408063549,0.45632834052287535,0.49477930308042983,0.9960591762112948,0.34994016244907167,0.6296640582417671,0.991967850756168,0.3071593823064297,0.7594144737017622,0.9880976090591912,0.2841751679883449
1,0.94569427,0.0,0.71723730164384,0.6628837865456807,0.055518010117675376,0.45674142557755343,0.5655381091772003,0.2041312200864812,0.2827236932359253,0.507124363899235,0.3525830824861683,0.20142239574685278,0.4582333417673506,0.493452421743946,0.12499908581749453,0.40933222976929434,0.44523252243313577,0.390974278380446,0.5322686038406768,0.682439271871918,0.35671026662618077,0.4420974788075066,0.8294284422628062,0.3472946834125038,0.3789640124053163,0.958393635520085,0.351566466395238,0.3371162134543193,0.46009058397436714,0.5533383281556745,0.5254399765383024,0.7027318662532485,0.5200505278828373,0.4467056358074495,0.8607269814036769,0.5150546220661175,0.38939506051713896,1.0,0.5167513447963242,0.3487440280416745,0.43629800236901933,0.7125404350822525,0.5081772425628834,0.6565396914568584,0.682131971115625,0.43381703939676924,0.8017980096373345,0.6757586067009893,0.3931950801822204,0.932211629141845,0.6685693851881126,0.3661552546001164,0.3851864873622959,0.8750009141825055,0.48276668207104334,0.5581624579509906,0.8511019713928142,0.4137259940423919,0.6728739884514146,0.8371538487444641,0.3861293523110124,0.7790982937155979,0.8203018310104971,0.3700934851165848
1,0.9488461,0.0,0.7220130847375499,0.6657400667878645,0.05457361040384756,0.4513355245643988,0.5683770770310557,0.20750267019902652,0.2753316392273051,0.5101500134146669,0.358769872411658,0.19315853382118114,0.46143380417233626,0.5013067088687014,0.11424316824993597,0.4121420086851413,0.4458878010967613,0.39180138246961554,0.5305640996281606,0.6843420490071036,0.3614885827103793,0.43968985073280853,0.8308455366903689,0.3548999203213904,0.3767393369429943,0.9602978204023996,0.3604610677635943,0.33425993321213554,0.4585094177011811,0.5594738957148099,0.5217081243284372,0.7024348130934603,0.529154442981098,0.4411287643686064,0.8601727722029856,0.5254417136140279,0.3827844882782971,1.0,0.528375860162608,0.34052661935723305,0.4315730024883049,0.721581380616023,0.5025448550678682,0.6512375872359728,0.6969173257962524,0.4251614870235646,0.7948675443603244,0.6922835290740067,0.38283013507539343,0.925432538053397,0.6853581522546145,0.3540235872179146,0.3772437040915885,0.885756831750064,0.4754694550600879,0.5496220879491809,0.868052897060836,0.4024810350241748,0.662789738193442,0.857871813259877,0.37264556308295604,0.7686095477391114,0.8431728053754555,0.35448305826763477
1,0.96239775,0.0,0.7194064788914902,0.6711914018722458,0.06367247834916967,0.43408045062202893,0.5757361291872071,0.22254661917495278,0.24722440634691079,0.5163233959613514,0.37240507989630317,0.15815624592559652,0.4657802204822415,0.5123455926052426,0.07325127601319165,0.4138764191987494,0.45543192476621425,0.3835378500587514,0.5318796810212185,0.6956569558216676,0.3529069344248002,0.43941428045586134,0.8383400670141892,0.3548262534364969,0.37549006396115614,0.9669276417932415,0.3670534633729622,0.3311321829549355,0.46718420423250034,0.5700193491672819,0.5189487991023315,0.7108783274128667,0.5475502386450624,0.43341530870532563,0.8633676029829234,0.5516854332525718,0.3728198798761062,1.0,0.5586594122620449,0.3288085981277542,0.43897553398182504,0.7483610399437522,0.49594471689996594,0.6594458571265167,0.7293622213707913,0.4127432600932424,0.801300289637597,0.7268763852971925,0.36990495662087075,0.9300950340870097,0.7190487312657428,0.3411251699816348,0.3832512920108496,0.9267487239868084,0.465580737186596,0.560413355484757,0.909957982151413,0.3883082623769081,0.6767801193905212,0.9006447456092428,0.35839484170169494,0.785698573728806,0.8879012112626712,0.3401091687242188
